et2_revenue,et2_tollprice,et3_revenue,et4_tollprice,et1_tollprice,et1_revenue,et3_tollprice,et4_revenue
675.273168757588,20,252.46458923512745,6,2,72.23634156212066,8,241.89397005261037
415.014164305949,10,443.0028328611896,20,20,284.98583569405116,14,405.09915014164403
0.0,0,204.47592067988663,14,2,64.587616349656,6,379.20679886685514
83.90934844192634,2,164.53257790368275,0,2,64.04532577903684,6,0.0
362.8085795224605,10,297.79036827195466,20,0,0.0,8,325.37434237150944
609.1137191420476,16,476.2606232294617,12,10,259.65196276811014,18,424.6377984621612
179.2472683124241,4,348.4419263456093,0,10,225.94091460946987,20,0.0
232.69121813031148,6,0.0,10,4,126.43626062322942,0,307.3654390934845
323.72318899231067,8,318.073654390935,0,2,65.53460137596119,14,0.0
0.0,0,74.56090651558073,16,10,238.04127883447993,2,351.0805341966818
0.0,0,0.0,10,4,121.19142047753944,0,313.4358559287738
0.0,0,436.26062322946177,10,10,222.25819506272757,20,415.6212059894779
593.6139214892753,18,78.81019830028329,14,2,73.02144880615134,2,325.9490084985838
407.97248077701335,10,116.37393767705382,0,14,288.41926345609073,4,0.0
488.88709024686364,12,467.4220963172804,10,12,271.5564548765682,20,404.4921084581141
431.582355321732,12,220.62322946175638,16,2,70.03480372318899,6,356.90813435855887
406.59651962768095,10,135.070821529745,10,18,300.0631323350869,4,330.230675839741
266.29704573047354,6,306.28895184136,6,20,256.1715904492111,12,267.7539457709428
0.0,0,245.66572237960338,10,2,63.89963577498986,8,352.08417644678286
750.7082152974504,20,124.30594900849857,2,20,324.64589235127494,4,92.74787535410765
585.4552812626465,18,0.0,20,4,138.94941319303922,0,233.9133953864831
169.69647915823555,4,465.9490084985836,18,10,237.87940105220542,16,448.43383245649477
240.8012950222583,6,263.45609065155793,2,0,0.0,10,99.50627276406314
688.6038041278836,18,177.28045325779038,2,18,321.69809793605833,6,94.93322541481177
305.8518818292189,8,285.32577903682716,18,4,127.5370295426953,8,364.2978551193843
649.8502630513963,18,513.5410764872522,20,10,269.4860380412788,16,398.6240388506678
653.2739781464995,16,376.82719546742254,2,18,298.5333872925942,18,107.23593686766492
308.8304330230676,8,254.73087818696885,10,2,67.39619587211658,8,343.9902873330636
164.22501011736142,4,270.5949008498583,16,8,211.77498988263847,8,390.57871307163094
313.9457709429383,8,245.6657223796032,8,4,125.51355726426536,8,304.524484014569
238.1788749494131,6,218.9235127478753,18,8,217.21408336705778,6,353.73532982598124
178.63213273978144,4,209.40509915014158,2,18,264.07770133549155,8,99.74908943747472
246.0461351679482,6,260.6232294617564,2,4,121.98462161068393,10,99.91096721974912
488.11007689194673,12,393.7677053824365,2,8,213.29664103601777,20,109.0165924726832
181.35167948199108,4,347.81869688385297,8,20,246.62080129502257,14,338.0331849453661
270.47349251315256,6,402.2662889518416,6,18,260.2897612302713,20,290.9429380817482
321.6511533791988,8,447.8186968838525,14,6,173.38081748280058,16,440.11331444759185
704.5730473492517,20,194.27762039660053,6,10,273.8567381626873,6,238.37312828814248
388.78996357749907,10,454.9008498583571,20,8,220.48401456900038,14,392.95831647106434
163.96600566572238,4,241.13314447592074,8,4,122.01699716713892,8,307.76203966005653
567.284500202347,16,0.0,4,6,187.63415621205982,0,162.0882233913396
683.2051800890329,20,379.3767705382438,12,4,135.6794819910967,12,380.44516390125466
545.5281262646702,16,303.4560906515581,20,2,71.9044921084581,8,315.2569809793602
370.4168352893564,10,212.97450424929184,14,2,68.95831647106432,6,365.0424929178467
242.7438284095507,6,139.03682719546742,12,10,247.71347632537473,4,353.4925131525695
376.1634965600972,10,184.0793201133145,4,0,0.0,6,175.20032375556454
91.93848644273574,2,463.5127478753543,16,20,240.3075677863214,18,482.84904896802914
396.4791582355323,10,517.0538243626062,18,8,217.4083367057871,18,453.5329825981386
606.7826790772965,16,370.7648725212463,2,6,180.2282476730069,16,104.03885066774592
529.8016997167138,14,0.0,2,12,288.9421286928369,0,89.18656414407124
312.8450020234722,8,283.0594900849859,18,8,219.57749898826395,8,367.9401052205578
566.6369890732494,16,141.86968838526911,10,6,187.75556454876568,4,318.0898421691623
253.42776203966005,6,468.611898016997,14,10,238.81019830028336,18,459.66005665722355
387.4140024281668,10,489.0084985835696,14,2,67.2585997571833,18,448.3286118980172
421.7725617159042,12,0.0,20,4,133.70457304734921,0,246.0542290570629
85.80331849453663,2,345.3824362606233,12,8,204.39336301092678,12,404.7268312424117
0.0,0,410.7648725212466,8,14,247.62606232294632,20,362.63860785107255
88.26386078510721,2,287.5354107648725,10,14,265.076487252125,10,366.046135167948
565.0829623634154,16,0.0,14,10,273.4115742614325,0,320.56657223796003
88.78186968838527,2,422.7195467422097,10,10,228.04532577903677,18,403.6827195467424
459.3605827600161,12,327.98866855524113,0,0,0.0,14,0.0
439.5467422096316,12,0.0,14,8,229.484419263456,0,324.81586402266294
533.6543909348441,14,484.41926345609045,10,4,127.76365843787944,20,398.42169162282465
625.6657223796037,18,490.8781869688387,16,2,71.24079320113314,16,426.515580736544
308.50667745851865,8,384.4759206798869,16,2,67.43666531768515,12,410.9753136382032
576.0339943342776,14,427.76203966005653,6,16,294.8377175232701,20,285.479562929988
610.5382436260624,16,408.271954674221,20,18,322.57223796034,12,371.10481586402244
662.9623634156212,18,0.0,12,20,331.6875758802105,0,321.1978955888304
546.3051396195872,16,356.9405099150141,18,0,0.0,10,363.9336301092672
624.0064751112909,16,382.77620396600537,16,20,309.99595305544335,12,412.59409146094583
316.9890732496964,8,0.0,6,10,251.88182921893957,0,227.81060299473907
162.47673006879808,4,271.728045325779,16,6,172.1424524484014,8,388.9599352488869
465.2853095912583,12,156.03399433427762,20,18,317.0360178065559,4,299.87859166329474
164.1926345609065,4,71.72804532577904,12,10,244.7592067988668,2,344.0226628895184
163.93363010926745,4,64.36260623229462,4,6,171.04977741804936,2,170.91056252529341
351.11290975313636,8,358.98016997167144,2,16,272.88709024686375,18,108.65236746256578
640.0890327802508,18,287.5354107648726,4,4,132.87899635774988,10,180.70416835289336
473.7110481586402,14,0.0,20,2,72.16349656009713,0,239.98381222177213
485.9732901659247,12,343.8526912181304,4,12,273.01335491703776,14,192.6831242411979
512.4645892351272,14,213.82436260623228,14,8,229.5815459328206,6,363.62606232294604
454.11574261432605,12,0.0,2,8,224.6280857952246,0,89.18656414407124
320.8741400242817,8,64.92917847025495,4,10,249.45366248482387,2,170.1011736139215
249.73694860380414,6,372.5779036827193,16,12,266.263051396196,12,422.30675839741025
0.0,0,66.34560906515583,8,12,254.1707810603,2,290.44111695669767
173.61392148927555,4,64.64589235127477,6,18,275.3686766491299,2,238.6159449615542
0.0,0,362.60623229461726,2,6,157.549170376366,20,111.24241197895593
526.7422096317281,14,343.68271954674225,8,6,181.1266693646297,12,316.34156212059935
629.4455685957101,16,314.78753541076486,4,16,309.2772157021449,12,187.90772966410387
78.90732496964793,2,0.0,12,0,0.0,0,328.4823957911776
0.0,0,243.3994334277621,12,20,241.68352893565384,8,390.6434641845407
614.6823148522866,16,575.0708215297451,20,14,305.0764872521246,20,446.3779846216106
316.4063132335086,8,132.8045325779037,8,8,217.79684338324594,4,290.27923917442337
495.7830837717523,12,456.88385269121824,16,20,286.8474301902063,16,450.79724807770083
494.78753541076475,14,270.59490084985833,12,0,0.0,8,361.50546337515146
693.8486442735733,18,365.6657223796035,6,16,315.6228247673009,14,265.2043707001213
710.3116147308783,18,512.7478753541081,14,20,305.3824362606234,20,463.62606232294615
165.0020234722784,4,69.74504249291785,10,10,243.74747065965195,2,322.33913395386486
667.0416835289357,18,251.33144475920685,8,14,314.5949008498586,8,300.47753945770864
90.6110886280858,2,322.0396600566575,4,14,256.86118980169977,14,197.1347632537434
692.7559692432212,20,562.9461756373938,20,6,190.08660461351673,18,410.36017806556015
624.7834884662082,16,415.24079320113316,14,18,314.559287737758,14,423.39943342776206
566.85552407932,14,212.80453257790379,0,18,301.59287737757984,8,0.0
579.9757183326587,16,304.5892351274787,0,0,0.0,12,0.0
310.70821529745047,8,261.52974504249295,12,4,126.3229461756374,8,371.2181303116149
664.7996762444354,16,388.10198300283304,2,20,284.5002023472281,20,109.4212869283691
725.455281262647,20,175.58073654390932,0,12,298.36341562120583,6,0.0
0.0,0,203.6260623229461,14,4,120.30109267503033,6,380.6232294617558
262.4605422905706,6,319.8866855524081,8,18,272.30918656414417,12,327.67300687980594
610.1497369486037,16,542.5495750708214,20,14,307.0594900849857,18,426.5479562929988
582.8247673006879,16,0.0,16,16,332.58761634965583,0,314.1723998381218
87.3573452043707,2,275.6940509915015,0,6,162.963982193444,12,0.0
605.4876568191016,16,329.9716713881019,0,6,180.47106434641847,14,0.0
544.0793201133145,14,73.1444759206799,12,20,311.3719142047754,2,337.9522460542291
92.35936867664914,2,318.0736543909349,4,18,250.38284095507916,14,197.94415216511538
531.4123836503436,16,80.50991501416429,16,0,0.0,2,317.0861999190607
627.1226224200731,18,545.0991501416431,18,2,71.15985430999595,18,433.5006070416835
245.9004451639013,6,386.17563739376766,18,10,245.0829623634155,12,409.09753136382017
326.8959935248888,8,131.10481586402267,8,14,287.9660056657224,4,292.7074059085393
597.9846216106838,18,305.7223796033995,20,2,72.7786321327398,8,311.2100364225005
741.4811817078106,20,273.37110481586376,2,14,314.4815864022663,10,98.0898421691623
383.4479967624442,10,379.54674220963165,8,0,0.0,14,325.0829623634155
760.5827600161878,20,319.8866855524077,4,18,323.7377579927157,12,186.6936462970459
90.23876972885472,2,59.830028328611874,2,20,248.80615135572583,2,94.40712262242009
522.3229461756374,14,281.86968838526917,4,4,129.38243626062325,10,182.32294617563753
167.8186968838527,4,438.7535410764873,14,6,168.13597733711043,16,445.77903682719545
479.07729664103584,12,117.5070821529745,0,14,294.53824362606224,4,0.0
0.0,0,405.09915014164324,8,18,238.50910562525308,20,364.25738567381615
658.445973290166,18,381.0764872521246,14,12,296.51800890327803,12,402.4362606232294
166.167543504654,4,0.0,0,8,209.83245649534604,0,0.0
671.3881019830026,20,0.0,14,10,282.15297450424924,0,314.90084985835693
252.01942533387296,6,453.314447592068,12,8,207.987049777418,18,435.5645487656827
575.443140428976,16,220.6232294617563,16,10,270.1740186159449,6,356.90813435855887
80.25091056252528,2,0.0,14,4,123.74908943747468,0,336.1473087818691
386.03804127883444,10,254.73087818696882,10,6,178.18858761634957,8,343.9902873330634
87.51922298664506,2,325.77903682719534,18,16,273.9231080534196,10,403.99838122217665
598.3650343990288,16,463.5127478753541,10,6,181.8065560501821,18,387.4949413193043
406.75839740995536,10,475.014164305949,18,14,289.2691218130315,16,441.14933225414944
522.2096317280453,14,423.17280453257797,14,6,182.09793605827593,14,417.7337110481587
644.7511129097534,18,468.7818696883854,20,10,270.90246863617966,14,378.7940105220558
266.3941723998381,6,300.2266288951841,0,16,268.8077701335492,14,0.0
621.5864022662892,18,302.32294617563736,20,8,237.8696883852691,8,317.28045325779084
484.51639012545525,12,402.49291784702564,8,12,273.7418049372725,16,336.2525293403485
483.44799676244423,12,220.73654390934848,2,14,291.988668555241,8,97.72561715904493
328.9032780250907,8,177.28045325779019,4,12,269.32254148118216,6,178.43787940105287
84.49210845811413,2,0.0,6,10,238.76972885471469,0,231.4528530959126
87.53541076487252,2,410.7648725212463,6,4,116.46458923512745,20,289.1218130311615
473.24969647915816,12,348.1019830028331,0,4,125.12505058680694,16,0.0
175.36220153783887,4,64.36260623229461,6,20,261.5944961554026,2,239.22298664508304
420.7608255766895,10,375.58073654390927,10,18,287.31525698097926,14,379.8057466612704
400.28328611898024,10,320.0566572237963,0,4,123.943342776204,14,0.0
345.4795629299879,8,383.5127478753541,12,20,268.1505463375154,14,416.62484823957993
515.2084176446783,12,329.97167138810204,0,20,270.6596519627685,16,0.0
251.14528530959126,6,382.77620396600554,18,14,280.9971671388102,12,412.73978146499365
711.6956697693241,20,407.4220963172806,2,2,70.41521651153379,18,104.8077701335492
0.0,0,292.29461756373945,0,12,239.1161473087819,14,0.0
542.6062322946177,14,461.75637393767715,8,6,177.7272359368676,20,348.06960744637803
86.58033184945367,2,308.78186968838526,14,12,256.2590044516392,10,411.2181303116148
668.474301902064,20,297.7903682719548,18,6,193.72885471469039,8,344.2654795629298
377.863213273978,10,75.6940509915014,14,8,224.85471469040866,2,341.5297450424929
0.0,0,180.6798866855523,6,2,63.77822743828409,6,248.08579522460548
257.3613921489276,6,184.92917847025504,8,18,279.95791177660885,6,303.8769728854714
165.74666127074056,4,391.44475920679884,12,4,121.12666936462972,14,411.7685147713479
327.9967624443545,8,393.42776203966,12,10,245.0020234722784,14,410.5544314042902
170.76487252124647,4,436.26062322946154,8,4,118.6175637393768,20,355.35410764872523
561.4164305949008,14,490.08498583569434,12,14,293.29178470254976,20,441.3921489275599
397.20760825576696,10,0.0,18,20,302.7923917442331,0,303.8365034399025
741.1574261432618,20,251.33144475920687,8,18,332.4791582355321,8,300.4775394577095
245.80331849453663,6,367.6487252124645,8,4,122.06556050182115,14,329.93929583164714
254.64184540671792,6,450.76487252124656,12,10,237.79846216106833,18,436.77863213274037
538.7535410764873,14,324.3626062322948,14,14,304.6232294617565,10,395.6373937677052
557.0538243626061,16,364.0226628895183,20,4,134.36827195467427,10,337.11048158640153
439.93524888709,12,0.0,18,10,266.6936462970457,0,291.0886280857959
543.5127478753542,14,267.70538243626066,2,10,255.8883043302307,10,98.8992310805343
627.8510724403078,18,421.1898016997169,12,2,71.11938486442735,14,393.5572642654796
436.2444354512341,12,155.46742209631728,18,6,184.93889113719135,4,323.140428976123
575.702144880615,16,261.52974504249283,10,6,186.05584783488467,8,337.9198704977746
545.6657223796034,14,224.13597733711038,2,12,282.1432618373127,8,97.11857547551581
608.0777013354921,16,131.10481586402267,6,16,319.9611493322543,4,236.67341157426145
698.2193443949818,18,498.58356940509907,12,16,313.68029138000804,20,437.74989882638636
301.7078106029947,8,217.2237960339943,16,2,68.28652367462564,6,363.3832456495344
296.59247268312413,8,224.02266288951836,18,0,0.0,6,342.80857952246004
86.98502630513961,2,298.8668555240793,12,12,255.04492108458103,10,395.2569809793606
81.25455281262651,2,446.968838526912,20,0,0.0,14,401.05220558478385
660.8660461351681,20,529.4050991501415,20,0,0.0,16,384.45973290165944
538.6402266288953,14,137.90368271954674,10,16,316.2055847834884,4,325.1719951436666
321.845406717928,8,318.6968838526912,14,10,248.8466208012951,10,401.3031161473088
90.15783083771753,2,180.67988668555233,8,20,249.21084581141247,6,307.92391744233095
84.55685957102388,2,361.6997167138808,8,2,63.72157021448806,14,332.367462565763
265.61715904492115,6,240.7932011331445,0,18,267.57426143261836,10,0.0
345.99757183326585,8,379.3767705382438,4,14,271.2521246458925,18,202.6386078510727
559.943342776204,14,310.1983002832861,12,20,300.0404694455689,10,385.5443140428977
721.4083367057872,20,484.07932011331434,16,12,299.5774989882636,16,431.37191420477575
0.0,0,319.8866855524079,8,6,162.76972885471469,12,327.67300687980594
471.40428976123025,12,122.03966005665723,2,12,280.29785511938485,4,93.55726426547946
537.3937677053821,14,221.47308781869685,18,18,320.53257790368235,6,348.27195467422155
435.2731687575879,12,78.5269121813031,16,6,185.18170781060294,2,328.41764467826806
174.19668150546337,4,460.9631728045326,14,12,254.70497774180498,18,463.909348441927
604.7106434641846,16,286.4589235127479,18,18,325.8502630513964,8,362.4767300687983
163.86887899635778,4,0.0,10,10,245.16390125455308,0,312.4241197895589
372.44030756778614,10,207.02549575070822,12,2,68.75596924322134,6,355.677863213274
387.9805746661269,10,65.77903682719545,4,8,220.8077701335491,2,168.88709024686364
693.2416025900447,20,70.31161473087819,6,10,276.689599352489,2,226.4751112909753
0.0,0,334.2776203966005,20,14,266.0396600566572,10,379.6033994334274
716.0663698907322,20,75.12747875354108,12,18,343.77013354917017,2,329.4536624848239
175.39457709429377,4,241.1331444759207,10,18,271.36220153783916,8,356.1311210036424
78.72925940914607,2,80.22662889518415,20,2,66.63537029542698,2,284.0955078915419
260.7122622420072,6,361.5297450424931,2,10,232.73978146499402,18,108.45002023472277
0.0,0,294.39093484419266,4,8,197.65924726831247,12,192.76406313233508
227.39781464993922,6,157.16713881019828,20,2,68.10036422501011,4,295.8316471064343
0.0,0,438.01699716713864,12,8,197.4973694860381,18,442.8490489680297
319.1906110886281,8,254.9575070821531,0,2,66.1011736139215,10,0.0
668.935653581546,18,448.21529745042494,8,8,227.34763253743424,18,337.7094293808176
179.86240388506675,4,336.0339943342775,0,12,246.20639417239974,18,0.0
726.5884257385675,20,349.8583569405099,18,18,339.03520841764487,10,373.0392553622013
553.4844192634562,14,436.4872521246459,12,14,297.2577903682721,16,417.596114933226
468.68474301902046,12,225.72237960339942,20,18,314.48644273573433,6,319.7086199919056
370.65965196276807,10,0.0,14,6,182.80210441116952,0,326.2322946175636
230.74868474301897,6,77.11048158640226,16,4,127.08377175232697,2,336.5115337919866
707.9724807770134,20,472.7478753541078,14,8,234.4055038445973,16,424.5325779036829
718.0089032780251,20,198.5269121813031,8,14,322.69688385269103,6,290.9267503035208
670.1011736139217,18,228.668555240793,2,12,292.6329421286929,8,96.30918656414394
524.1359773371105,14,355.5240793201132,20,12,291.37029542695257,10,349.2513152569809
337.51517604208817,8,365.4390934844193,0,6,167.4318089842169,20,0.0
464.31404289761224,12,176.43059490084988,2,8,221.22865236746253,6,95.1355726426548
487.3087818696883,14,153.76770538243625,16,2,71.19222986645083,4,337.8065560501818
512.9178470254958,14,274.7875354107647,2,0,0.0,10,97.88749494131928
0.0,0,314.78753541076514,8,12,245.67219749089458,12,330.1011736139216
393.6462970457304,10,481.81303116147313,18,8,218.54148118170775,16,435.68595710238776
0.0,0,501.7563739376771,20,14,258.107648725212,18,458.9235127478756
438.86685552407926,12,202.77620396600568,10,2,69.42776203966005,6,330.0283286118979
0.0,0,440.5665722379606,14,20,229.542695265075,18,475.24079320113316
560.1699716713881,14,323.28611898016976,6,16,303.90287333063543,12,261.6835289356534
182.0639417239984,4,399.43342776203974,6,16,259.87211655200326,20,291.54997976527727
441.1978955888304,12,348.44192634560903,18,4,130.4670174018615,10,374.86038041278834
595.25698097936,16,0.0,4,14,313.57507082152944,0,163.70700121408342
433.0392553622014,12,144.70254957507083,12,2,69.91339538648319,4,341.3516794819908
318.1545932820719,8,76.26062322946174,16,14,295.614730878187,2,341.3678672602191
0.0,0,209.57507082152964,16,4,120.70578713071629,6,377.95224605422845
314.2695265074869,8,427.1388101983001,16,4,125.43261837312829,14,428.4581141238367
258.91541885876165,6,357.7337110481589,8,14,271.93201133144476,14,333.9862403885066
704.4840145690004,18,326.685552407932,6,20,308.6199919061107,12,260.4694455685958
609.8907324969648,16,205.3257790368272,12,18,322.93646297045734,6,358.10602994738935
312.39174423310385,8,0.0,16,12,281.70619182517186,0,323.8850667745851
310.9672197490894,8,276.26062322946177,16,6,177.38729259409152,8,382.4848239579112
262.21772561715903,6,429.6883852691222,14,18,272.6734115742615,16,451.444759206799
676.6572237960339,18,321.586402266289,4,12,290.44759206798864,12,186.28895184135985
171.99514366653176,4,388.89518413597733,8,8,204.00485633346818,16,341.10886280857954
374.54471873735326,10,377.67705382436253,14,0,0.0,12,405.2691218130313
495.12747875354086,14,75.41076487252124,12,4,133.2675030352084,2,328.2395791177662
496.3739376770538,14,352.69121813031165,18,2,70.54471873735329,10,369.3970052610275
316.3415621205989,8,302.88951841359767,2,0,0.0,12,101.08458114123842
603.0271145285307,16,64.6458923512748,2,14,310.17563739376806,2,90.96721974908945
256.09874544718735,6,338.52691218130303,20,20,273.168757588021,10,373.53298259813835
90.65965196276811,2,215.07082152974505,4,18,258.0315661675436,8,186.04613516794822
340.6879805746662,8,283.2861189801701,8,18,282.7260218535009,10,318.12221772561713
467.13071630918637,12,181.5297450424929,4,10,255.3622015378388,6,176.41440712262238
92.5050586806961,2,243.62606232294624,2,20,237.47470659651938,10,102.33913395386483
640.9631728045326,18,318.1869688385269,2,2,70.39093484419263,12,99.26345609065152
312.45649534601364,8,225.72237960339942,20,10,254.7146904087413,6,319.7086199919056
400.12140833670577,10,323.28611898017,6,8,215.95143666531766,12,261.6835289356536
554.4637798462161,16,223.17280453257789,16,4,134.69202751922296,6,352.05180089032694
683.2132739781464,18,400.22662889518415,6,12,288.2622420072845,16,269.9392958316473
171.54188587616352,4,320.05665722379604,2,6,165.34358559287736,14,104.48401456900051
239.53864832051792,6,411.2747875354108,14,2,66.07689194658035,14,426.2322946175634
84.18454067179283,2,392.9745042492917,20,8,207.63091865641422,12,389.31606636989073
160.43707001214082,4,64.92917847025498,4,2,65.89073249696474,2,170.1011736139214
412.4241197895588,10,538.243626062323,18,14,285.3031161473091,20,476.8433832456497
325.98947794415216,8,341.3031161473089,0,2,65.251315256981,16,0.0
560.5099150141643,14,184.929178470255,6,20,299.6357749898826,6,245.0505868069606
174.94131930392552,4,172.18130311614732,4,16,274.117361392149,6,180.866046135168
702.4686361796844,20,577.9036827195467,18,6,188.6297045730473,20,451.3476325374341
86.59651962768109,2,376.770538243626,2,0,0.0,20,110.23067583974104
182.80857952246058,4,415.0708215297455,10,20,242.9785511938489,18,406.71792796438666
462.46863617968444,12,506.85552407932016,16,6,178.38284095507888,18,455.3298259813842
492.3836503439903,12,358.98016997167133,0,10,244.84014569000405,18,0.0
399.5548360987452,10,124.87252124645886,4,12,276.26709834075257,4,173.6624848239579
251.43666531768514,6,118.64022662889522,2,12,264.5633346823149,4,94.77134763253741
386.4427357345203,10,126.57223796033995,4,6,178.0671792796438,4,172.44840145689992
606.5236746256577,16,0.0,10,20,320.9227033589641,0,305.34196681505443
570.3925536220152,16,145.26912181303118,12,8,233.40186159449607,4,340.1375961149331
643.5855928773773,18,0.0,14,16,337.9619587211652,0,321.98300283286164
380.4532577903683,10,325.7790368271955,14,4,127.90934844192637,10,394.2209631728041
324.17644678267914,8,511.95467422096317,18,8,213.91177660866032,18,457.1752326993122
555.3702954269525,16,0.0,20,10,276.4467826790772,0,244.0307567786327
699.3848644273573,18,286.1189801699719,6,20,311.4528530959127,10,254.520437070012
241.77256171590446,6,357.7337110481586,6,0,0.0,14,267.6325374342373
0.0,0,373.59773371104836,12,14,256.40793201133147,14,422.6952650748684
736.9486038041277,20,413.371104815864,20,20,331.5256980979362,12,365.03439902873396
492.9664103601781,12,443.28611898017004,14,18,296.2751922298669,16,442.94617563739365
163.512747875354,4,77.39376770538243,18,12,270.7308781869686,2,325.32577903682716
585.4148118170781,16,237.73371104815865,4,6,184.234722784298,8,177.95224605422902
259.0125455281263,6,62.94617563739378,4,20,268.31242411978974,2,172.93403480372316
373.7353298259814,10,318.6968838526912,12,0,0.0,10,378.25981384055035
87.32496964791582,2,541.0764872521246,20,10,231.68757588021037,20,470.65965196276784
384.6620801295024,10,292.12464589235134,20,10,257.6689599352489,8,335.4917037636586
454.79562929987844,12,157.16713881019828,20,14,308.70254957507075,4,295.8316471064343
